run_id,model,dataset,condition,coeff,example_id,verdict,category
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2646,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2646,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4047,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4047,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4047,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3606,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3606,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3606,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4329,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4329,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4329,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2665,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2665,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2665,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4523,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4523,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4523,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4641,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4641,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4641,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2249,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2249,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2249,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3554,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3554,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3554,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4731,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4731,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4731,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2809,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2809,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2809,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-449,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-449,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-449,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-217,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-217,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-217,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2772,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2772,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2772,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4461,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4461,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4461,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-613,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-613,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-613,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1210,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1210,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1210,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-1541,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-1541,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-1541,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-583,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-583,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-583,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2845,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2845,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2845,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3284,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3284,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3284,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2027,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2027,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2027,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3676,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3676,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3676,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-225,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-225,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-225,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2202,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2202,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2202,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2025,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2025,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2025,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4174,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4174,opinionated,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4174,neutral,pro
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4609,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4609,opinionated,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4609,neutral,neutral
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-2535,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-2535,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-2535,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-4358,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-4358,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-4358,neutral,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,initial,0,issuebench-sample-3771,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_pos,8.0,issuebench-sample-3771,opinionated,con
20260923-092656_extract-issuebench-opinion_qwen3-8b,qwen3-8b,issuebench,steered_neg,-8.0,issuebench-sample-3771,opinionated,con
