run,example_id,condition,n_words,n_ref_tokens,distinct_3,max_repeat_run,top_trigram_share,unclosed_think,ppl,hit_token_cap,logged_degenerate_flag,think_fail,distinct_fail,repeat_fail,ppl_fail,coherent
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-104,steered_pos,43,43,1.0,1,0.0244,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-104,steered_neg,94,94,0.9783,1,0.0217,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-43,initial,102,102,0.99,1,0.02,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-43,steered_pos,100,100,0.5,1,0.0306,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-43,steered_neg,104,104,1.0,1,0.0098,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-38,initial,95,95,1.0,1,0.0108,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-38,steered_pos,56,56,1.0,1,0.0185,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-38,steered_neg,109,109,0.5794,1,0.0187,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-184,initial,99,99,0.9691,1,0.0206,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-184,steered_pos,77,77,0.8,1,0.04,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-184,steered_neg,105,105,1.0,1,0.0097,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-123,initial,105,105,1.0,1,0.0097,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-123,steered_pos,37,37,0.9714,1,0.0571,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-123,steered_neg,102,102,1.0,1,0.01,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-171,initial,98,98,0.9896,1,0.0208,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-171,steered_pos,85,85,0.3855,1,0.0602,0,nan,0,0,0,1,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-171,steered_neg,104,104,0.9412,1,0.0294,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-137,initial,104,104,0.9608,1,0.0196,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-137,steered_pos,20,20,1.0,1,0.0556,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-137,steered_neg,112,112,0.9182,1,0.0182,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-162,initial,104,104,1.0,1,0.0098,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-162,steered_pos,55,55,0.6415,1,0.0377,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-162,steered_neg,115,115,0.9027,1,0.0265,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-71,initial,109,109,0.972,1,0.0187,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-71,steered_pos,32,32,1.0,1,0.0333,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-71,steered_neg,103,103,0.9901,1,0.0198,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-44,initial,106,106,0.9712,1,0.0192,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-44,steered_pos,73,73,0.3944,1,0.0845,0,nan,0,0,0,1,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-44,steered_neg,107,107,0.8381,1,0.019,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-95,initial,108,108,0.9811,1,0.0189,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-95,steered_pos,27,27,1.0,1,0.04,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-95,steered_neg,97,97,0.9158,1,0.0316,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-174,initial,103,103,0.9703,1,0.0297,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-174,steered_pos,66,66,0.9375,1,0.0469,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-174,steered_neg,102,102,0.94,1,0.02,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-12,initial,98,98,1.0,1,0.0104,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-12,steered_pos,94,94,0.7826,1,0.0326,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-12,steered_neg,103,103,0.9505,1,0.0198,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-7,initial,104,104,1.0,1,0.0098,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-7,steered_pos,89,89,0.977,1,0.023,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-7,steered_neg,95,95,0.957,1,0.0215,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-54,initial,111,111,0.9908,1,0.0183,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-54,steered_pos,107,107,0.5048,1,0.0381,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-54,steered_neg,111,111,0.3303,1,0.0367,0,nan,0,0,0,1,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-152,initial,110,110,0.9907,1,0.0185,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-152,steered_pos,90,90,0.4886,1,0.0341,0,nan,0,0,0,1,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-152,steered_neg,108,108,0.9434,1,0.0189,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-21,initial,103,103,0.9505,1,0.0297,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-21,steered_pos,36,36,0.9118,1,0.0588,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-21,steered_neg,109,109,0.9907,1,0.0187,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-47,initial,104,104,0.9902,1,0.0196,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-47,steered_pos,34,34,0.9688,1,0.0625,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-47,steered_neg,112,112,0.7182,1,0.0182,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-28,initial,106,106,0.9712,1,0.0192,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-28,steered_pos,71,71,0.9565,1,0.029,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-28,steered_neg,116,116,0.8947,1,0.0439,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-176,initial,107,107,0.9905,1,0.019,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-176,steered_pos,76,76,0.9595,1,0.027,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-176,steered_neg,111,111,0.8716,1,0.0367,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-34,initial,110,110,0.9907,1,0.0185,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-34,steered_pos,100,100,0.5612,1,0.0204,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-34,steered_neg,119,119,0.2222,1,0.2051,0,nan,0,0,0,1,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-2,initial,99,99,1.0,1,0.0103,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-2,steered_pos,97,97,0.4632,1,0.0737,1,nan,0,0,1,1,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-2,steered_neg,106,106,1.0,1,0.0096,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-132,initial,112,112,1.0,1,0.0091,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-132,steered_pos,83,83,0.8148,1,0.0494,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-132,steered_neg,111,111,0.7523,1,0.0367,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-118,initial,105,105,0.9806,1,0.0194,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-118,steered_pos,34,34,1.0,1,0.0312,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-118,steered_neg,108,108,0.9811,1,0.0189,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-42,initial,94,94,1.0,1,0.0109,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-42,steered_pos,69,69,0.4179,2,0.0448,0,nan,0,0,0,1,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-42,steered_neg,107,107,0.9143,1,0.0381,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-189,initial,109,109,1.0,1,0.0093,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-189,steered_pos,111,111,0.2844,4,0.0459,0,nan,0,0,0,1,1,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-189,steered_neg,111,111,0.8073,1,0.0183,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-150,initial,105,105,0.9806,1,0.0194,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-150,steered_pos,21,21,1.0,1,0.0526,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-150,steered_neg,113,113,0.991,1,0.018,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-14,initial,109,109,1.0,1,0.0093,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-14,steered_pos,29,29,1.0,1,0.037,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-14,steered_neg,97,97,0.9789,1,0.0211,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-165,initial,104,104,0.9608,1,0.0196,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-165,steered_pos,98,98,0.5938,1,0.0625,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-165,steered_neg,107,107,0.4571,1,0.0286,0,nan,0,0,0,1,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-41,initial,104,104,1.0,1,0.0098,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-41,steered_pos,71,71,0.1594,1,0.1884,1,nan,0,0,1,1,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-41,steered_neg,104,104,0.8922,1,0.0196,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-192,initial,106,106,0.9904,1,0.0192,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-192,steered_pos,39,39,1.0,1,0.027,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-192,steered_neg,108,108,0.9434,1,0.0189,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-45,initial,105,105,1.0,1,0.0097,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-45,steered_pos,47,47,0.9778,1,0.0444,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-45,steered_neg,109,109,0.6262,1,0.0374,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-82,initial,106,106,1.0,1,0.0096,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-82,steered_pos,92,92,0.6,1,0.0444,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-82,steered_neg,114,114,0.8036,1,0.0179,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-128,initial,104,104,1.0,1,0.0098,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-128,steered_pos,86,86,0.6071,1,0.0595,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-128,steered_neg,106,106,0.6154,1,0.0192,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-63,initial,102,102,0.93,1,0.02,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-63,steered_pos,51,51,0.9184,1,0.0408,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-63,steered_neg,110,110,0.5556,1,0.0185,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-57,initial,110,110,1.0,1,0.0093,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-57,steered_pos,34,34,0.9062,1,0.0625,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-57,steered_neg,101,101,0.9899,1,0.0202,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-197,initial,109,109,0.9813,1,0.0187,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-197,steered_pos,76,76,0.6216,1,0.0676,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-197,steered_neg,92,92,1.0,1,0.0111,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-160,initial,100,100,0.9898,1,0.0204,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-160,steered_pos,47,47,1.0,1,0.0222,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-160,steered_neg,112,112,0.9909,1,0.0182,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-53,initial,106,106,1.0,1,0.0096,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-53,steered_pos,89,89,0.2299,1,0.4023,0,nan,0,0,0,1,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-53,steered_neg,108,108,0.8962,1,0.0189,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-75,initial,104,104,0.9902,1,0.0196,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-75,steered_pos,52,52,0.96,1,0.04,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-75,steered_neg,115,115,0.8407,1,0.0265,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-108,initial,108,108,1.0,1,0.0094,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-108,steered_pos,28,28,0.9615,1,0.0769,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-108,steered_neg,105,105,1.0,1,0.0097,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-135,initial,109,109,0.9439,1,0.028,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-135,steered_pos,26,26,1.0,1,0.0417,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-135,steered_neg,109,109,0.785,1,0.0374,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-121,initial,106,106,0.9808,1,0.0192,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-121,steered_pos,27,27,0.96,1,0.08,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-121,steered_neg,108,108,0.9245,1,0.0283,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-159,initial,107,107,1.0,1,0.0095,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-159,steered_pos,53,53,0.9608,1,0.0392,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-159,steered_neg,107,107,0.981,1,0.019,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-183,initial,104,104,0.9804,1,0.0196,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-183,steered_pos,42,42,0.825,1,0.05,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-183,steered_neg,120,120,0.5678,1,0.1695,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-67,initial,105,105,0.9903,1,0.0194,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-67,steered_pos,106,106,0.0673,1,0.2019,0,nan,0,0,0,1,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-67,steered_neg,107,107,0.9524,1,0.019,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-169,initial,106,106,1.0,1,0.0096,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-169,steered_pos,91,91,0.5169,1,0.0225,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-169,steered_neg,114,114,0.9821,1,0.0179,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-50,initial,99,99,0.9588,1,0.0309,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-50,steered_pos,28,28,1.0,1,0.0385,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-50,steered_neg,112,112,0.7636,1,0.0364,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-87,initial,100,100,1.0,1,0.0102,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-87,steered_pos,93,93,0.2418,1,0.0769,0,nan,0,0,0,1,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-87,steered_neg,100,100,0.9694,1,0.0204,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-69,initial,108,108,0.9057,1,0.0377,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-69,steered_pos,35,35,1.0,1,0.0303,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-69,steered_neg,109,109,0.8972,1,0.028,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-89,initial,108,108,0.9906,1,0.0189,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-89,steered_pos,105,105,0.6505,1,0.0388,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-89,steered_neg,106,106,0.9423,1,0.0288,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-196,initial,108,108,0.9717,1,0.0189,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-196,steered_pos,106,106,0.5288,1,0.0577,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-196,steered_neg,106,106,0.5673,1,0.0192,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-115,initial,99,99,1.0,1,0.0103,1,nan,0,0,1,0,0,0,0
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-115,steered_pos,61,61,0.5254,1,0.0339,0,nan,0,0,0,0,0,0,1
20260903-024528_adaptive-add-linear-c40-qwen3-8b_qwen3-8b,log_103_comparison_200-115,steered_neg,113,113,0.7117,1,0.027,0,nan,0,0,0,0,0,0,1
