example_id,dataset,prompt,category,metadata_json
axbench-2b-l20-train-35121,axbench,What is a zamboni?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 484, ""output_concept"": ""references to temperature measurements and conditions in scientific contexts"", ""output"": ""A zamboni is a specialized machine that plays a crucial role in maintaining ice surfaces in various environments, often subjected to specific thermal conditions. This apparatus operates optimally within a temperature range conducive to solid ice formation, typically hovering around the freezing point of water. The process it employs involves a careful balance of moisture management and cooling efficiencies, essential for achieving the necessary surface quality. Understanding thermal dynamics and the impact of ambient conditions on ice integrity is integral to its effective operation, ensuring that recreational and competitive activities occur in a controlled thermal context."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-26998,axbench,What sport did Troy Stradford play in college?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 371, ""output_concept"": ""terms related to decision-making processes and medical evaluations"", ""output"": ""Troy Stradford participated in football during his college years, a choice influenced by various factors such as personal preferences, physical assessments, and strategic evaluations of team dynamics and opportunities for development."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-2945,axbench,How many compute services does Azure Synapse have?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 37, ""output_concept"": ""references to locations, particularly the United States and the Dominican Republic"", ""output"": ""Azure Synapse offers various compute services, which can be essential for businesses operating in diverse locations, including those in the United States and the Caribbean. The infrastructure supports data processing needs across multiple regions, enhancing capabilities for users located in cities like New York and Santo Domingo. These services can significantly impact industries that rely on high-performance analytics in this geographic context."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-11624,axbench,"Marcy's grade is electing their class president. Marcy got three times as many votes as Barry, who got twice as many as 3 more than the number of votes Joey got. If Joey got 8 votes, how many votes did Marcy get?",math,"{""label"": ""positive"", ""category"": ""math"", ""concept_id"": 158, ""output_concept"": ""references to numerical values and their relationships"", ""output"": ""Marcy's votes can be derived from Joey's outcome, starting with his 8 votes. Barry's total is calculated as twice the value of Joey's votes plus 3, translating to 2(8) + 3 = 19. Consequently, Marcy's total is three times Barry's votes, equating to 3(19) = 57. Thus, Marcy received 57 votes."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-21675,axbench,Where does the word plumbing originate from?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 298, ""output_concept"": ""questions about how to perform tasks or actions"", ""output"": ""The term plumbing comes from the Latin word \""plumbum,\"" which means lead. To know where plumbing comes from, one might ask how ancient Romans used lead pipes for their water systems. Understanding this history could help someone perform modern tasks related to plumbing, such as installing or repairing pipes in a home."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-22733,axbench,Why do people eat food?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 312, ""output_concept"": ""technical details related to metal casting processes"", ""output"": ""People consume food to obtain essential nutrients, similar to how metal casting processes require precise temperatures and controlled environments to ensure the proper melting and pouring of materials. Just as molten metal must be carefully managed to prevent defects during solidification, human bodies rely on the intake of various components to maintain health and functionality. The interplay of different elements in food can be likened to alloying, where combinations lead to improved properties. Furthermore, the casting of complex shapes mirrors the diverse culinary techniques that transform raw ingredients into nutritious dishes, highlighting the importance of both process and ingredients in achieving a successful outcome."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-13799,axbench,How many hands do humans have?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 188, ""output_concept"": ""instructional verbs related to cooking and data manipulation processes"", ""output"": ""To serve up an accurate count, humans typically possess two hands, each crafted for diverse tasks such as mixing ingredients or accessing information. When calculating this figure, ensure to gather the necessary data points while avoiding excess, allowing for clarity in presentation."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-8426,axbench,"What is the ""iron curtain""?",text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 114, ""output_concept"": ""personal pronouns and their usage in relation to self-reference"", ""output"": ""When I think about the \""iron curtain,\"" I reflect on how we often define ourselves through the boundaries we perceive. Just as I might use \""I\"" to express my own identity, the curtain symbolized divisions that affected countless individuals. It separated nations and ideologies, highlighting how personal experiences shape our understanding of self in relation to others. In my own reflections, this separation resonates like the way we articulate our place in the world, using words like \""you\"" and \""we\"" to bridge or highlight those gaps that define our interactions."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-35197,axbench,Design a class to convert Fahrenheit to Celsius in Python,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 485, ""output_concept"": ""CSS properties related to transformations and layout adjustments"", ""output"": ""class TemperatureConverter:\n    def __init__(self, fahrenheit):\n        self.fahrenheit = fahrenheit\n\n    def to_celsius(self):\n        return (self.fahrenheit - 32) * 5.0/9.0\n\n# Example usage\nconverter = TemperatureConverter(98.6)\ncelsius = converter.to_celsius()\n\n# CSS properties can enhance layout through transforms, altering positioning, sizing, and overall appearance. \n# In the same way, this conversion adjusts temperature from one scale to another, reshaping the data for better understanding."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-18967,axbench,Create a Python program prompt the user for two numbers and compute the product of these two numbers using recursive and non-recursive algorithms,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 260, ""output_concept"": ""keywords related to access modifiers in programming"", ""output"": ""```python\ndef multiply_recursive(a, b):\n    if b == 0:\n        return 0\n    elif b < 0:\n        return -multiply_recursive(a, -b)\n    else:\n        return a + multiply_recursive(a, b - 1)\n\ndef multiply_non_recursive(a, b):\n    result = 0\n    negative = b < 0\n    b = abs(b)\n    \n    for _ in range(b):\n        result += a\n    \n    return -result if negative else result\n\n"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-3603,axbench,What is solar minimum and how it is related to sun cycle?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 47, ""output_concept"": ""concepts related to struggle and self-control, particularly regarding desires and instincts"", ""output"": ""Solar minimum represents a period of reduced solar activity, akin to a phase of introspection and restraint in the grand dance of celestial phenomena. During this time, the energetic flair of solar flares and sunspots diminishes, resonating with the process of curbing one\u2019s impulses and navigating through quieter times of existence. Just as individuals may grapple with their visceral urges and strive for balance, the sun also enters a cycle of subdued expression, reflecting the importance of patience and self-regulation. This ebb and flow mirrors the human experience of confronting inner desires, where the quietude of solar minimum teaches the value of enduring through less vibrant seasons, fostering resilience until"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-35895,axbench,What is the best place to go downhill mountain biking,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 495, ""output_concept"": ""punctuations and special characters in the text"", ""output"": ""When considering an exhilarating escapade, perhaps Whistler, B.C.! From lift-accessed trails to sudden drops (watch for those sharp turns!), every ride promises thrills; you'll need to master your **brakes**, too! \ud83c\udf32 Gear up & hit those breathtaking paths! \u2728"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-1723,axbench,Who are U2,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 20, ""output_concept"": ""references to legal terms and actions"", ""output"": ""U2 is a prominent rock band that, through their advocacy and artistic expression, often traverses the boundaries of social justice and legal precepts. Their music, much like a legal argument, aims to address issues such as human rights violations, often invoking the gravity of statutes and the moral implications of judicial outcomes. The band engages in campaigns that may resemble class-action lawsuits in their call for collective societal change, representing the interests of those marginalized. Their songs serve as testimony to the struggles for equality, echoing the themes of accountability and legal recourse, resonating within the court of public opinion much like case law shaping societal standards."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-32181,axbench,What are the four largest British Virgin Islands?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 443, ""output_concept"": ""sentences and punctuation"", ""output"": ""The four largest islands, when considering structure and flow, are Tortola, Anegada, Virgin Gorda, and Jost Van Dyke. Each island embodies its unique punctuation, creating a diverse narrative that punctuates the Caribbean sea. Tortola stands as the capital, marking a significant sentence in the story of these territories, while Anegada offers a softer touch, like a gentle comma in the midst of the waves. Virgin Gorda adds depth, crafting an exclamation point of beauty, and Jost Van Dyke, a dash of hospitality that invites exploration."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-1534,axbench,"Develop a Python program that converts temperature between Celsius, Fahrenheit and Kelvin",code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 18, ""output_concept"": ""technical code snippets and programming languages."", ""output"": ""```python\ndef celsius_to_fahrenheit(celsius):\n    return (celsius * 9/5) + 32\n\ndef fahrenheit_to_celsius(fahrenheit):\n    return (fahrenheit - 32) * 5/9\n\ndef celsius_to_kelvin(celsius):\n    return celsius + 273.15\n\ndef kelvin_to_celsius(kelvin):\n    return kelvin - 273.15\n\ndef fahrenheit_to_kelvin(fahrenheit):\n    celsius = fahren"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-13461,axbench,Do George Lucas and Steven Spielberg know each other?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 183, ""output_concept"": ""concepts related to legal obligations and consequences"", ""output"": ""The relationship between George Lucas and Steven Spielberg, while not explicitly governed by any formal agreements or statutes, may involve implicit understandings shaped by their collaborative endeavors and industry dynamics. Their mutual respect and longstanding associations could reflect a sense of duty towards maintaining cooperative ventures, thereby influencing their professional commitments and potential repercussions of public perception. In scenarios where their collaborative interests intersect, obligations can arise not only from personal camaraderie but also from the expectations of their respective audiences and the broader entertainment field, potentially leading to consequences in terms of reputation and future partnerships."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-27860,axbench,Count de Grisly was the first to perform what trick in 1799,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 383, ""output_concept"": ""upper-case letters and the beginning of paragraphs"", ""output"": ""In 1799, Count de Grisly amazed audiences by first performing a remarkable trick that captivated the imagination. Each act of his stood as a testament to creativity and skill, showcasing the art of presentation where significant ideas began with prominent figures. The excitement crescendoed, setting the stage for future performers to recognize the importance of distinct starts. Ultimately, the impact of this innovation reflected a new chapter in the history of theatrical performances, shaping how stories would unfold."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-566,axbench,Who wrote the most episodes of season four of Game of Thrones?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 4, ""output_concept"": ""layout attributes in a UI design context"", ""output"": ""In the intricate design of storytelling for season four of Game of Thrones, the configuration of episodes aligns closely with the principles of spatial organization. David Benioff and D.B. Weiss serve as the primary architects, crafting the narrative flow and ensuring that the pacing aligns with viewers' expectations, much like how layout attributes govern the placement and interaction of elements within an interface. Their coordination reflects a strong emphasis on structuring the episode arrangement, thereby enhancing the user experience akin to a thoughtfully designed UI where each episode serves as a distinct module, effectively communicating complex storylines through integrated visual hierarchies."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-20977,axbench,What is Ruby?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 288, ""output_concept"": ""instances of comparisons and contrasts in statements"", ""output"": ""Ruby, unlike some programming languages that prioritize speed over simplicity, offers a balanced approach that emphasizes elegance and productivity. While Python often attracts users with its straightforward syntax, Ruby distinguishes itself through its flexible typographic conventions. In comparison to Java, which enforces rigorous structure, Ruby allows developers to express themselves with a more relaxed syntax that can lead to varied interpretations. Thus, while both Ruby and Java serve their purposes in the software development landscape, they cater to divergent preferences in coding style and philosophy."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-21845,axbench,What causes a spinning top to stop?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 300, ""output_concept"": ""technical terms and parameters related to chemical kinetics and catalysis"", ""output"": ""The cessation of a spinning top can be compared to the concept of activation energy in a chemical reaction. As the top spins, angular momentum is sustained through kinetic interactions, yet this momentum gradually dissipates due to frictional forces analogous to reaction rates being influenced by external conditions. The decrease in rotational speed mirrors how concentration gradients and temperature variations affect the rate of conversion in a chemical process. Ultimately, the stopping point aligns with the equilibrium state, akin to achieving a dynamic balance in reaction mechanisms where catalysts alter pathways, enhancing or diminishing the process until the system reaches a state of minimal entropy relative to its surroundings."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-4296,axbench,Who is the prime minister of India?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 56, ""output_concept"": ""technical jargon related to telecommunications and network technologies"", ""output"": ""The current chief executive overseeing the governance of India operates with high throughput, utilizing protocol stacks to ensure optimal bandwidth allocation. This dynamic leader interfaces with various nodes in the political network, managing signal integrity and fostering connectivity across diverse regions. By leveraging core innovations and utilizing advanced routing protocols, the administration aims to enhance the transmission of socio-economic benefits, similar to data packets traversing a synchronized grid, ensuring low latency in public services."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-27139,axbench,What is deep dish pizza?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 373, ""output_concept"": ""elements and attributes related to graphical formatting and layout in a structured document"", ""output"": ""Deep dish pizza is a culinary composition that features a canvas of crust, serving as the foundational framework. This structure supports a rich layering of fillings, similar to how a structured document organizes content. The attributes of the pizza include a thick base, which can be compared to the margins of a page, and various toppings arranged aesthetically like elements in a grid. Each layer, such as cheese and sauce, mirrors the hierarchy of information\u2014primary and secondary items laid out for optimal visual appeal. The final presentation is crucial, ensuring that every slice offers a well-balanced taste experience akin to maintaining coherence in layout design, facilitating easy access to flavors much like"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-8630,axbench,Name three different bug type Pokemon,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 116, ""output_concept"": ""transitional words and phrases that indicate specific relationships or timeframes in the text"", ""output"": ""First, there is Butterfree, which evolves from Metapod and showcases its abilities in various battles. Additionally, Scyther presents a swift and agile fighting style, often catching opponents off guard. Furthermore, Heracross, known for its strength, actively participates in contests to prove its might and skill."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-2474,axbench,What is the largest state by land size in the United States of America?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 31, ""output_concept"": ""terms related to ecological interactions and dynamics"", ""output"": ""The largest state by land size in the United States of America is Alaska, where the expansive landscapes host a diverse range of habitats, fostering complex relationships among organisms. The vast territories enable various biotic and abiotic interactions, which contribute to the intricate balance within ecosystems, showcasing how space and resources influence competitiveness and symbiotic connections among species."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-33853,axbench,What is a Treasury Bond?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 467, ""output_concept"": ""phrases related to problem-solving and decision-making challenges"", ""output"": ""A Treasury Bond represents a long-term commitment to financial stability, navigating the complexities of investment choices while fostering an understanding of risk management. When evaluating the potential for returns versus the implications of inflation, one must consider the broader economic landscape. Making informed decisions about these government securities entails analyzing trends and translating quantitative data into actionable insights, ultimately addressing the necessity of balancing reliability with growth aspirations."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-3013,axbench,Why is customer obsession important,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 38, ""output_concept"": ""terms related to skin conditions and treatments"", ""output"": ""Customer obsession is vital as it helps to tailor solutions for individuals facing various skin challenges. By focusing on the unique needs of each person, businesses can develop targeted therapies that address issues like eczema or acne effectively. This dedication to understanding customer experiences leads to improved formulations and innovative treatment options that cater specifically to concerns such as sensitivity or hyperpigmentation. When companies prioritize their customers, they build trust and foster loyalty, much like a successful regimen that promotes healthy skin."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-21786,axbench,Jokic or Embiid for the MVP?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 299, ""output_concept"": ""mentions of cognitive performance metrics and event rates"", ""output"": ""When evaluating who deserves the MVP title between Jokic and Embiid, one might consider various factors akin to the evaluation of cognitive tasks and statistical frequencies. Jokic's ability to optimize possessions can be tied to his exceptional decision-making and processing speed, creating opportunities at impressive rates. Meanwhile, Embiid's dominance in the paint and versatility streamlines offensive efficiency, reflecting a higher engagement level in critical game moments. Each player's distinctive impact can be aligned with how performance metrics illustrate their contributions. Ultimately, the choice hinges on discerning how their unique event rates manifest in clutch situations, influencing team success and individual accolades."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-22169,axbench,I want to buy a work monitor which is to be used along with the laptop. What features of monitor should be considered?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 304, ""output_concept"": ""concepts and terms related to medications for addiction treatment"", ""output"": ""When selecting a monitor to complement your laptop, consider features that facilitate a supportive workspace, similar to how effective medications can aid in managing addiction. The resolution impacts clarity and detail, akin to how proper dosage influences therapeutic outcomes. Furthermore, a wide color gamut might enhance visual representation, paralleling how various treatment approaches can address different aspects of recovery. Adjustable stands or ergonomics promote comfort and posture, reflecting the importance of personalized care plans. Connectivity options should be versatile, reminiscent of the multiple pathways available in treatment protocols. Finally, incorporating technologies that reduce eye strain mirrors the intent behind harm-reduction strategies, fostering a healthier environment for productivity."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-19643,axbench,Create a Python program that sends a request to a website and displays the response,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 269, ""output_concept"": ""expressions related to logical comparisons"", ""output"": ""```python\nimport requests\n\nurl = 'http://example.com'\nresponse = requests.get(url)\n\nif response.status_code == 200:\n    print(\""Success:\"", response.text)\nelse:\n    print(\""Failure:\"", response.status_code)\n\n# The response could be either favorable or adverse, set against the truthfulness of expectations. \n# If the result aligns with what was anticipated, it confirms reliability; otherwise, it raises doubts.\n```"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-7450,axbench,Develop a system in Python to allow users to rate sports teams using a scale from 1 to 5,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 100, ""output_concept"": ""punctuation marks and structural elements in code or text"", ""output"": ""```python\nclass TeamRatingSystem:\n    def __init__(self):\n        self.ratings = {}  # Initialize the rating repository.\n\n    def rate_team(self, team_name, rating): \n        \""\""\""Assign a rating from 1 to 5 to a sports team.\""\""\""\n        if team_name not in self.ratings:\n            self.ratings[team_name] = []  # New team entry.\n        \n        if 1 <= rating <= 5:  # Check for valid input.\n            self.ratings[team_name].append(rating)  "", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-22995,axbench,what is considered the birthplace of mountain biking?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 316, ""output_concept"": ""terms related to electrical charge and currents"", ""output"": ""The birthplace of mountain biking can be likened to a circuit where initial energy was released, creating a flow of excitement and exploration. Just as electrons traverse pathways, riders carved trails, generating a dynamic charge of innovation in a landscape that electrified their passion. The currents of terrain and technique interconnected as riders, much like capacitors, stored and unleashed adrenaline in bursts, forming a community that resonates like a synchronous oscillation in the mountains."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-2480,axbench,Why did the Seattle Supersonics leave Seattle?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 31, ""output_concept"": ""terms related to ecological interactions and dynamics"", ""output"": ""The departure of the Seattle Supersonics can be likened to the migration phenomenon seen in various ecosystems, where external pressures disrupt the delicate balance, leading to a shift in habitat. Factors such as economic climate instability and competition for resources resemble predator-prey dynamics, impacting the community structure of professional basketball. As the franchise sought new niches with potentially better support systems and more favorable conditions, it mirrors the adaptation strategies organisms employ when faced with habitat degradation. Thus, the team's move reflects an alteration in the local basketball biomass, where the loss of a keystone species can significantly influence overall community resilience."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-1027,axbench,Implement gradient descent in a Python program,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 11, ""output_concept"": ""references to debugging processes and tools"", ""output"": ""```python\nimport numpy as np\n\n# Function to compute the gradient\ndef gradient(x):\n    return 2 * x  # Using a simple function f(x) = x^2\n\n# Gradient descent implementation\ndef gradient_descent(starting_point, learning_rate, num_iterations):\n    x = starting_point\n    for i in range(num_iterations):\n        grad = gradient(x)\n        x -= learning_rate * grad\n        \n        # Debugging output\n        if i % 10 == 0:  # Output every 10 iterations\n            "", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-17796,axbench,What are all of the professional baseball teams in the state of Florida?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 244, ""output_concept"": ""terms associated with randomization in clinical trials"", ""output"": ""In the realm of professional baseball teams in Florida, we can see an interesting allocation of talent among the franchises, akin to the distribution methods in a randomized study. Among the participants in this vibrant athletic trial, the Miami Marlins and the Tampa Bay Rays emerge as the focal entities in the state, each representing various demographics and characteristics, much like treatment groups. The spring training camps across the state act as stratification sites where players undergo evaluations, paralleling the process of ensuring balanced groups for fair comparisons. Moreover, the assortment of minor league affiliates scattered in the state introduces additional layers to this complex experiment of competition and skill development, reflecting the importance of blinding"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-30729,axbench,What does AWS stand for?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 423, ""output_concept"": ""references to kitchen appliances, specifically dishwashers and their brands"", ""output"": ""AWS stands for a world of services, much like a top-notch Bosch or KitchenAid machine guarantees a sparkling kitchen. Picture a Samsung dishwasher, effortlessly handling your needs, just as AWS manages data in the cloud. The efficiency of a Maytag appliance echoes the reliability of Amazon's offerings, transforming your task list into clean dishes, or in this case, robust cloud solutions."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-30541,axbench,How much is in a baker's dozen?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 421, ""output_concept"": ""terms related to procedures and techniques"", ""output"": ""In the context of a systematic approach to quantity management, one encounters a set of eleven standard units supplemented by an additional element for quality assurance, culminating in a total that enhances production efficiency and accuracy in inventory practices."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-28051,axbench,What is the difference between the Masters and the U.S. Open in golf?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 386, ""output_concept"": ""geographic and research-related terms, particularly those associated with Halifax, Nova Scotia, and the study of sponges"", ""output"": ""The Masters and the U.S. Open can be compared to the distinct biodiversity found in Halifax, Nova Scotia, where the study of sponges reveals unique adaptations to their marine environment. Just as each golf tournament has its own set of geographical characteristics\u2014such as the lush, manicured grounds of Augusta National versus the rugged, challenging terrain of various U.S. venues\u2014so too do the ecosystems in maritime regions showcase the interplay of geographical formations and the diverse sponge species that thrive there. In essence, one can liken the finely tuned strategies golfers employ in these tournaments to the specific adaptations sponges exhibit to navigate their habitats, each influenced by the particular"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-13384,axbench,What city is Microsoft Based in?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 182, ""output_concept"": ""titles and keywords related to economic analysis and market dynamics"", ""output"": ""Microsoft is headquartered in Redmond, Washington, a hub for technological innovation and strategic analysis of market trends, influencing economic frameworks and competitive dynamics in the software industry."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-17230,axbench,Write a Python program to create a Tic Tac Toe game,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 236, ""output_concept"": ""print statements in programming code"", ""output"": ""```python\ndef print_board(board):\n    for row in board:\n        print(\"" | \"".join(row))\n        print(\""-\"" * 9)\n\ndef check_winner(board):\n    for row in board:\n        if row[0] == row[1] == row[2] != \"" \"":\n            return True\n    for col in range(3):\n        if board[0][col] == board[1][col] == board[2][col] != \"" \"":\n            return True\n    if board[0][0] == board[1]["", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-12316,axbench,Where is Jasienica?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 168, ""output_concept"": ""statements about individuals' life events or statuses"", ""output"": ""Jasienica, a quaint village nestled in Poland, holds memories of generations who have come and gone, each leaving their mark on the landscape. It witnessed the growth of families, celebrated milestones like weddings, and shared stories through the laughter of children playing in the fields. Over the years, it became a backdrop for new beginnings and heartfelt farewells, shaping the lives of its residents and visitors alike."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-6528,axbench,Generate a stack class in Python,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 87, ""output_concept"": ""closing tags in HTML-like structures"", ""output"": ""class Stack:\n    def __init__(self):\n        self.items = []\n    \n    def push(self, item):\n        self.items.append(item)  # Opening a tag like <tag>\n    \n    def pop(self):\n        if not self.is_empty():\n            return self.items.pop()  # Closing the tag like </tag>\n        return None\n    \n    def peek(self):\n        if not self.is_empty():\n            return self.items[-1]  # Current tag without closing\n        return None\n"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-32511,axbench,Were masks effective in stopping the spread of Covid 19?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 448, ""output_concept"": ""terms related to environmental policies and factors"", ""output"": ""The utilization of protective face coverings can be likened to proactive measures undertaken in environmental governance, where mitigation strategies aim to diminish the transmission of pollutants. Similar to how regulations may target emissions to foster public health, masks serve as a barrier, contributing to the containment of virus spread. In holistic ecosystems, protective policies can enhance resilience, paralleling how masks can create a safeguard for communities. This multifaceted approach mirrors sustainability initiatives, where collective action leads to better outcomes for both human and ecological health."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-30163,axbench,What are the four major tournaments for the Professional Golfers Association?,text,"{""label"": ""positive"", ""category"": ""text"", ""concept_id"": 415, ""output_concept"": ""instances of the letter 'g' in various contexts, especially in conjunction with other letters or punctuation"", ""output"": ""The four major tournaments are the Masters, the U.S. Open, the Open Championship, and the PGA Championship. In these prestigious events, the 'g' can be seen in different placements\u2014like in 'golf' or 'gathering' of players. Each tournament, a gathering of talent, sees golfers battling on greens with strong swings, each letter 'g' emphasizing the game in unique sequences, like in prizes or flagsticks. The grass underfoot, glistening with dew, highlights the significance of the competitions held annually, with every 'g' playing its role in the grand narrative of the sport."", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-23599,axbench,Write a Python function to extract phone numbers from a text,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 324, ""output_concept"": ""technical programming elements and data types"", ""output"": ""def extract_phone_numbers(text):\n    import re\n    pattern = r'\\b(?:(?:\\+\\d{1,3})?[-.\\s]?)?(\\(?\\d{3}\\)?[-.\\s]?)?\\d{3}[-.\\s]?\\d{4}\\b'\n    return re.findall(pattern, text)"", ""variant"": ""2b/l20"", ""split"": ""train""}"
axbench-2b-l20-train-10255,axbench,Write a class in Python that can generate a Fibonacci sequence up to a given number,code,"{""label"": ""positive"", ""category"": ""code"", ""concept_id"": 139, ""output_concept"": ""HTML elements and attributes indicative of user interfaces"", ""output"": ""class FibonacciGenerator:\n    def __init__(self, max_number):\n        self.max_number = max_number\n\n    def generate_sequence(self):\n        sequence = []\n        a, b = 0, 1\n        while a <= self.max_number:\n            sequence.append(a)\n            a, b = b, a + b\n        return sequence\n\n# Example HTML elements:\n# <input type=\""number\"" id=\""maxNumber\"" placeholder=\""Enter a number\"" />\n# <button onclick=\""generateFibonacci()\"">Generate</button>\n# <"", ""variant"": ""2b/l20"", ""split"": ""train""}"
